,employee_id,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
7910,131628,141,6,,0.574757,3,,2,0.749789,0,3
7911,101446,272,6,,0.738935,3,,1,0.629692,0,2
7912,119956,121,8,,,2,,2,0.6212118710642862,0,3
7913,115810,209,10,,0.701343,3,,2,0.928218,0,3
7914,116569,255,3,,0.944742,4,,2,0.664552,0,3
7915,104416,179,5,,0.541556,4,,1,0.662469,0,3
7916,110788,275,5,,0.76359,4,,2,0.619085,1,6
7917,144128,256,4,,0.9219459999999999,3,,1,0.813018,0,3
7918,101902,260,2,,0.979324,4,,1,0.8916229999999999,1,5
7919,100806,202,2,,0.6043970000000001,3,,3,0.9701040000000001,0,2
7920,115034,257,4,,0.9112879999999999,6,,2,0.06680010000000002,1,4
7921,112383,233,2,,0.584133,3,1.0,2,0.587233,0,3
7922,112819,192,5,,0.572753,4,,3,0.666718,0,3
7923,116887,204,7,1.0,0.775666,3,,2,0.9034129999999999,0,2
7924,135756,132,2,,0.744767,3,,2,0.922644,0,4
7925,112364,219,7,,0.9234629999999999,5,,1,0.879531,1,5
7926,136614,212,6,,,4,,2,0.899457,0,2
7927,109227,85,8,,,2,,1,0.6212118710642862,0,3
7928,110310,282,4,,0.8943059999999999,6,,1,0.120794,1,4
7929,108747,230,4,,0.8816219999999999,5,,2,0.20965300000000003,0,3
7930,112341,151,6,,0.531528,3,,1,0.638966,0,2
7931,136408,266,5,,,4,,1,0.655467,0,2
7932,110594,255,3,,0.808703,5,,3,0.15701500000000002,0,3
7933,106364,182,7,,0.901184,4,,2,0.908141,0,2
7934,118023,217,4,,,4,,2,0.805593,0,2
7935,101794,135,5,,0.977931,4,,1,0.810898,0,4
7936,109594,206,2,1.0,,4,,3,0.5161899999999999,0,2
7937,112638,195,4,,0.480795,5,,1,0.8845799999999999,0,5
7938,116340,195,2,,0.764289,3,,2,0.954794,0,7
7939,116291,182,3,1.0,0.8201430000000001,5,,1,0.6194310000000001,0,2
7940,133622,146,4,,0.725161,4,,1,0.359788,0,3
7941,117388,158,4,,0.47231599999999996,3,,2,0.567095,0,2
7942,104807,214,7,,0.43182200000000004,6,,2,0.358567,0,6
7943,117669,205,2,1.0,0.699892,5,,1,0.21890500000000002,0,4
7944,111225,137,7,,0.47655299999999995,2,,1,0.38090799999999997,1,3
7945,117362,154,2,1.0,0.588743,6,,2,0.150247,0,10
7946,109333,166,5,,0.9442969999999999,4,,1,0.39473800000000003,0,6
7947,103131,286,6,,0.49564899999999995,3,,2,0.687142,0,6
7948,112249,257,7,,0.5866560000000001,3,,2,0.647532,0,6
7949,110060,171,6,,1.0,3,,2,0.557875,0,3
7950,109735,149,4,1.0,0.728644,3,,2,0.826959,0,4
7951,120328,304,6,,0.7841090000000001,5,,1,0.845764,1,5
7952,115614,229,2,,,4,,1,0.619338,0,2
7953,101200,139,4,,0.962098,5,,2,1.0,0,3
7954,119754,184,7,,0.6398659999999999,5,,2,0.5043880000000001,0,4
7955,119754,184,7,,0.6398659999999999,5,,2,0.5043880000000001,0,4
7956,106377,101,6,1.0,0.7535109999999999,3,,2,0.7894479999999999,0,2
7957,114955,150,4,,0.44057799999999997,2,,2,0.374297,1,3
7958,121632,242,2,,1.0,5,,1,0.793099,1,5
7959,126024,223,6,1.0,0.8767940000000001,5,,2,0.752437,1,5
7960,105573,160,2,1.0,0.6395109999999999,5,,2,0.170489,0,4
7961,113873,156,7,1.0,0.540507,3,,2,0.6796909999999999,0,3
7962,110978,170,3,,0.7414029999999999,2,,1,0.650994,0,5
7963,102049,217,4,,0.579519,4,,2,0.930494,0,2
7964,119914,165,2,1.0,,3,,2,1.0,0,2
7965,109131,252,1,,0.7630560000000001,4,,2,0.335341,0,2
7966,106603,137,5,,0.920259,4,,1,0.917076,0,2
7967,111578,199,2,,0.559867,3,,1,0.852411,0,4
7968,132952,137,3,,,4,,1,0.7956310000000001,0,3
7969,105802,156,2,,0.448191,2,,1,0.395322,1,3
7970,114691,134,4,,0.5578350000000001,2,,1,0.4077,1,3
7971,106583,272,5,,,3,,1,0.632679,0,3
7972,116311,143,8,,,2,,1,0.6212118710642862,0,3
7973,105948,155,2,,0.783728,4,,2,0.628395,0,2
7974,100952,136,7,,0.975354,4,,2,0.502398,0,3
7975,115078,260,5,,0.680094,5,,2,0.9675360000000001,0,4
7976,114857,255,2,,0.8637889999999999,4,,3,0.545816,0,3
7977,112898,143,4,,0.846001,4,,1,0.812503,0,2
7978,106312,158,1,,0.635546,5,,2,0.956239,0,3
7979,105069,159,5,,0.779351,3,,2,0.41352799999999995,0,4
7980,106730,240,6,,0.467491,6,,1,0.145776,0,2
7981,104918,185,3,,0.963634,5,,2,0.690992,0,3
7982,110579,204,4,,0.501484,5,,2,0.9620360000000001,0,2
7983,107117,260,10,,0.450067,4,,1,0.933908,0,4
7984,111804,228,4,,1.0,5,,1,0.74844,1,5
7985,107138,144,7,,0.9973790000000001,4,,1,0.200547,0,5
7986,103064,240,3,,0.731444,6,,1,0.8474,0,4
7987,105538,134,6,,,4,,2,0.863914,0,3
7988,112265,182,2,,0.8842200000000001,5,,1,0.777149,0,2
7989,111069,244,4,,0.758612,4,,1,0.636945,0,2
7990,117003,138,5,,0.582852,4,,1,0.8346459999999999,0,3
7991,116205,239,4,,0.34120500000000004,4,,1,0.916543,0,4
7992,128947,310,2,,0.7470319999999999,7,,2,0.164127,1,4
7993,106992,171,4,,0.592568,3,,2,0.584325,0,3
7994,103962,167,5,1.0,0.48937299999999995,4,,2,0.606666,0,3
7995,112290,228,2,,,4,,1,0.926106,0,3
7996,110622,142,3,,0.6156119999999999,3,,1,0.528197,0,4
7997,110090,235,5,1.0,0.5655279999999999,3,,1,0.85316,0,2
7998,109876,247,2,,0.967784,3,,1,0.8916879999999999,0,2
7999,104711,268,9,,0.772076,4,,2,0.506301,0,3
8000,115336,161,2,,,4,,2,0.572473,0,3
8001,110374,274,10,,0.927525,3,,1,0.619262,0,3
8002,145018,101,3,1.0,0.630792,4,,1,0.72734,0,6
8003,115750,72,8,1.0,,2,,2,0.6212118710642862,0,3
8004,111775,243,2,1.0,0.828943,3,,2,0.630599,0,3
8005,135077,227,4,,0.530844,5,,1,0.705917,0,2
8006,103921,165,6,,0.6982109999999999,2,,1,0.329718,0,4
8007,133480,167,2,,0.651109,3,,2,0.945608,0,3
8008,102002,149,6,,0.44484799999999997,4,,3,0.8610639999999999,0,6
8009,113678,142,3,1.0,,5,,3,0.8941100000000001,0,2
8010,114783,190,5,,0.655489,4,,2,0.6822239999999999,0,4
8011,117225,143,2,1.0,0.507101,2,,1,0.415941,1,3
8012,116008,295,6,,0.7924680000000001,6,,2,0.0953362,1,4
8013,126337,298,3,,0.8265530000000001,5,,1,0.146527,1,4
8014,116902,184,2,,0.972269,2,,2,0.336019,0,5
8015,100444,162,2,1.0,0.608649,4,,1,0.6058100000000001,0,3
8016,107325,135,2,,0.646302,4,,2,0.8600200000000001,0,2
8017,104699,210,4,,0.550937,4,,1,0.688521,0,3
8018,108234,116,2,,0.567566,4,,2,0.21856399999999998,0,3
8019,115325,268,7,,0.9008870000000001,5,,2,0.9066129999999999,1,5
8020,115325,268,7,,0.9008870000000001,5,,2,0.9066129999999999,1,5
8021,117173,230,4,,0.667556,3,,2,0.5052180000000001,0,2
8022,110291,192,6,,0.895975,2,,1,0.738576,0,3
8023,114963,254,2,1.0,0.9940329999999999,5,,1,0.658299,0,3
8024,119760,185,3,,0.6627689999999999,4,,2,0.573998,0,2
8025,104578,237,6,1.0,0.620614,3,,1,0.658342,0,4
8026,116077,171,10,1.0,0.351962,5,1.0,3,0.6140899999999999,0,6
8027,108593,209,2,,0.695832,5,,2,0.171035,0,4
8028,115123,258,3,1.0,0.827998,3,,1,0.6123770000000001,0,3
8029,108178,291,7,,0.809187,6,,1,0.143852,1,4
8030,109592,183,3,,0.518724,4,,2,0.9436329999999999,0,3
8031,117050,271,2,,0.505451,3,,2,0.8255540000000001,0,7
8032,111021,221,2,,0.919399,3,,1,0.6715270000000001,0,3
8033,113545,212,4,,0.5756439999999999,2,,2,0.8541620000000001,0,3
8034,116065,266,5,,0.602713,3,,3,0.752742,0,2
8035,107324,173,5,,0.849719,4,,1,0.8240620000000001,0,4
8036,125383,146,2,,0.482576,2,,2,0.417484,1,3
8037,106683,134,2,,0.46774399999999994,2,,2,0.5075810000000001,1,3
8038,122410,151,1,,0.539141,2,,1,0.45263400000000004,1,3
8039,118715,147,4,,0.787333,3,,1,0.46652,0,3
8040,116280,164,10,1.0,0.335978,3,,1,0.302775,0,4
8041,100263,227,5,,0.607156,3,,2,0.634343,0,3
8042,118095,286,2,,0.820775,6,,1,0.0740507,1,4
8043,135414,243,4,,0.755546,3,,2,1.0,0,3
8044,101859,205,4,,0.736313,3,,1,0.630235,0,3
8045,105132,156,2,,0.784682,3,,2,0.6424270000000001,0,2
8046,116037,154,5,,0.8824290000000001,5,,2,0.9420299999999999,0,2
8047,115735,195,1,,0.900752,5,,3,0.731368,0,6
8048,106768,257,5,,0.391113,3,,2,0.584183,0,3
8049,116149,157,3,,0.7537590000000001,3,,1,0.587305,0,3
8050,101472,163,2,1.0,0.646104,4,,1,0.666713,0,4
8051,110352,245,4,1.0,0.9376,4,,2,0.8871030000000001,1,5
8052,114980,280,3,1.0,0.556713,5,,2,0.526423,0,6
8053,107730,185,3,,0.699504,3,,1,0.683815,0,4
8054,117831,236,2,,0.659931,5,,1,0.88244,0,2
8055,104718,270,2,1.0,0.570371,3,,1,0.694475,0,4
8056,115728,180,5,,0.633839,2,,2,0.542694,0,2
8057,107877,163,2,,0.550434,2,,2,0.544377,0,3
8058,109348,229,5,,0.595799,3,,1,0.464398,0,3
8059,122696,129,2,,0.543718,2,,1,0.43227600000000005,1,3
8060,109593,233,10,,0.695166,4,,2,0.8832190000000001,0,3
8061,105722,157,2,1.0,0.511487,3,,3,0.536057,0,4
8062,108618,195,4,,0.812297,4,,2,0.8853479999999999,0,4
8063,119378,153,6,,0.557817,2,,1,0.335858,1,3
8064,101730,239,3,,,3,,1,0.7126439999999999,0,3
8065,102427,134,2,1.0,0.722571,3,,1,0.941593,0,2
8066,104851,138,5,1.0,0.66359,3,,1,0.916486,0,4
8067,147459,169,4,1.0,0.705815,3,,2,0.42899799999999993,0,2
8068,132745,270,2,,,3,,2,0.961368,0,3
8069,119410,247,5,,0.770439,6,,2,0.10355199999999999,1,4
8070,103790,159,5,,0.468233,4,,2,0.40815100000000004,0,4
8071,112369,185,7,,0.587271,4,,2,0.92538,0,3
8072,107511,133,9,,0.792563,4,,1,0.44465299999999996,1,3
8073,107785,220,3,,0.742704,5,,2,0.956282,0,3
8074,113486,148,5,,0.8820530000000001,4,,2,0.551517,0,2
8075,119717,171,7,,0.754046,3,,2,0.807483,0,2
8076,119252,159,5,1.0,0.576623,2,,1,0.466212,1,3
8077,111873,275,4,,0.789716,4,,1,0.626254,0,3
8078,102098,145,2,,0.565914,3,,1,0.938443,0,8
8079,102695,139,2,,0.46285699999999996,2,,2,0.46889200000000003,1,3
8080,109058,255,2,,0.7328520000000001,5,,2,0.510772,0,3
8081,111978,205,4,,0.548473,4,,1,1.0,0,2
8082,112359,143,6,,0.48075,2,,2,0.448665,1,3
8083,131763,265,10,,0.47768900000000003,3,,1,0.548908,0,3
8084,106104,153,5,,0.48618100000000003,3,,1,0.547488,0,2
8085,102380,177,5,,0.9408629999999999,4,,1,0.5557880000000001,0,2
8086,126540,237,4,,1.0,4,,2,0.861585,1,5
8087,109869,247,2,,0.8206829999999999,4,,3,0.997122,0,3
8088,102816,199,6,,0.8351120000000001,3,,1,0.699592,0,3
8089,117748,262,2,,1.0,5,,1,0.688076,0,5
8090,139532,218,2,1.0,0.759549,3,,2,0.9144760000000001,0,2
8091,107718,266,5,1.0,,4,,2,0.726434,0,3
8092,112578,178,4,1.0,0.591586,4,,1,0.8478479999999999,0,2
8093,116880,218,2,,,4,,1,0.903292,0,2
8094,115350,154,6,,0.894699,3,,3,0.639508,0,10
8095,109791,304,1,,0.851514,6,,2,0.16645,1,4
8096,117918,144,4,,0.933027,4,,1,0.9984149999999999,0,4
8097,104768,284,2,,0.790078,3,,1,0.492806,0,10
8098,112982,149,2,,0.551307,3,,3,0.9057540000000001,0,2
8099,107886,243,5,,0.9877309999999999,4,,2,0.757209,0,3
8100,117453,205,2,,0.48457700000000004,5,,2,0.779698,0,3
8101,112820,247,4,,0.885791,4,,2,0.702912,1,5
8102,109392,164,5,,0.789714,4,,3,0.780872,0,3
8103,102642,180,2,,0.8617030000000001,4,,2,0.977367,0,4
8104,100475,266,2,,0.5510649999999999,5,,2,0.654061,0,2
8105,104770,103,7,1.0,0.60437,2,,2,0.42012,0,3
8106,117414,146,10,,0.5857,5,,1,0.560832,0,4
8107,117122,212,2,,0.7558229999999999,3,,1,0.6925720000000001,0,3
8108,108043,173,5,,0.484637,4,,1,0.8589100000000001,0,2
8109,119236,110,6,,0.5471550000000001,4,,1,0.9184620000000001,0,3
8110,116592,260,6,,0.959198,3,,1,0.795316,0,3
8111,100514,169,2,,,4,,3,0.653309,0,2
8112,115066,239,1,,0.960707,4,,1,0.604582,0,4
8113,101362,137,4,,0.600067,4,,2,0.9093969999999999,0,2
8114,100174,250,6,,0.834658,7,,1,0.0656025,1,4
8115,112942,272,5,,0.804361,5,,2,0.845383,1,6
8116,113316,234,5,,0.9751860000000001,5,,2,0.815317,1,5
8117,116327,152,4,,0.486975,2,,1,0.472998,1,3
8118,106062,244,2,,,4,,1,0.484187,0,3
8119,119662,246,3,,0.8694559999999999,4,,1,0.8632690000000001,1,6
8120,106296,145,5,,0.448103,2,,2,0.413376,1,3
8121,128762,145,2,,0.50442,2,,2,0.37161,1,3
8122,112537,253,3,,0.953434,6,,2,0.16835,1,4
8123,121380,232,5,,1.0,4,,2,0.78583,1,5
8124,116102,156,2,1.0,0.950282,4,,1,0.67206,0,2
8125,107950,183,5,,0.557763,4,,1,0.935945,0,3
8126,112966,217,9,,0.778606,4,,2,0.16455999999999998,0,4
8127,118378,177,3,,0.609754,5,,3,0.5541,0,2
8128,119807,282,5,,0.8095640000000001,6,,2,0.053484300000000005,1,4
8129,116722,121,2,,0.676054,3,,1,0.351329,0,2
8130,103734,186,2,,0.7611939999999999,4,,2,0.551431,0,2
8131,113728,255,1,,0.8375469999999999,4,,1,0.783021,1,5
8132,102900,157,2,,0.584579,3,,2,0.680295,0,4
8133,118522,163,2,,0.710404,3,,3,0.811527,0,2
8134,109674,163,2,,0.7030270000000001,2,,1,0.404684,0,3
8135,106574,266,3,,0.772918,4,,2,0.969349,0,6
8136,104364,247,2,,0.977999,7,,2,0.0677275,1,4
8137,117288,180,4,,,3,,1,0.193073,0,3
8138,108491,260,4,1.0,0.8004819999999999,3,,2,0.7404930000000001,0,4
8139,100130,242,2,,0.9054690000000001,4,,1,0.728432,1,6
8140,102897,247,5,,0.53878,5,,1,0.961291,0,3
8141,103067,259,2,,0.6606310000000001,4,,2,0.533473,0,2
8142,118850,124,8,1.0,,2,,2,0.6212118710642862,0,3
8143,123674,136,2,,0.515691,2,,1,0.368244,1,3
8144,117814,273,4,,0.866553,3,,2,0.9430719999999999,0,4
8145,123088,232,10,1.0,0.9046120000000001,5,,2,0.917539,1,5
8146,106581,273,2,,0.5028020000000001,3,,1,0.6373340000000001,0,3
8147,119434,189,2,,0.550662,3,,2,0.740642,0,2
8148,103973,292,5,,0.826664,6,1.0,1,0.132222,1,4
8149,106445,107,9,,0.684735,3,,3,0.356091,0,3
8150,111764,194,2,,0.49963,2,,1,0.632116,0,4
8151,102013,198,6,1.0,0.685658,3,,1,0.864634,0,3
8152,116218,186,4,,0.8680610000000001,3,,1,0.7595649999999999,0,6
8153,106173,162,5,,0.671654,4,,2,0.8796200000000001,0,2
8154,110652,155,6,1.0,0.747088,3,,1,0.660246,0,4
8155,114636,212,2,,0.555045,5,,3,1.0,0,6
8156,111011,203,3,,,5,,1,0.515213,0,2
8157,113623,263,2,,,4,,3,0.705498,0,3
8158,115698,289,4,1.0,0.890626,6,,1,0.09332389999999999,1,4
8159,101820,158,10,,0.844274,3,,2,0.6618470000000001,0,3
8160,122359,133,5,,0.576318,2,,1,0.433938,1,3
8161,114382,269,2,,0.512374,4,,3,0.7985260000000001,0,3
8162,100965,102,10,,1.0,3,,2,0.723166,0,3
8163,113208,160,6,1.0,0.728719,5,,3,0.8480040000000001,0,3
8164,116330,256,1,,0.703958,5,,2,0.41836599999999996,0,6
8165,112062,220,4,,0.725697,4,,2,0.9164209999999999,0,3
8166,114718,284,5,,0.40324899999999997,2,,3,0.43831899999999996,0,3
8167,119566,287,10,,0.880397,6,,2,0.08491169999999999,1,4
8168,111964,253,2,,0.579966,5,,2,0.627726,0,6
8169,108479,173,2,1.0,1.0,4,,1,0.755001,0,3
8170,109800,173,6,,0.714461,3,,1,0.735088,0,2
8171,119258,252,1,,0.9477459999999999,5,,2,0.879867,0,3
8172,107266,276,2,,0.890366,6,,1,0.153112,1,4
8173,105665,196,2,,0.45529899999999995,6,,2,0.561837,0,2
8174,116525,257,7,,0.583759,3,,2,0.975524,0,3
8175,115258,265,5,,0.835534,5,,2,0.951082,1,5
8176,119089,169,1,,0.792908,4,,2,0.780571,0,10
8177,124961,290,1,,0.755191,7,,1,0.080867,1,4
8178,115310,249,2,,0.9837049999999999,4,,2,0.500421,0,3
8179,110204,144,3,,0.821742,4,,1,0.757767,0,2
8180,109006,245,3,,0.680045,3,,1,0.582182,0,4
8181,111210,255,2,1.0,0.87936,3,,2,0.90096,0,7
8182,111988,172,5,,0.522796,3,,2,0.780267,0,3
8183,119104,251,4,,0.562231,3,,2,0.536983,0,3
8184,104850,274,2,,0.549974,2,,1,0.765397,1,4
8185,101413,151,6,,0.659217,4,,1,0.616103,0,2
8186,107205,235,6,,0.722799,4,,1,0.9401219999999999,0,3
8187,108546,124,8,,,1,,1,0.6212118710642862,0,3
8188,116676,153,4,,0.568088,2,,1,0.389087,1,3
8189,139078,159,5,,0.5999270000000001,2,,3,0.437425,1,3
8190,111234,236,2,,0.990662,5,,1,0.8853409999999999,1,5
8191,109706,274,10,,,4,,3,0.139594,0,3
8192,112139,146,4,1.0,,5,,3,0.8288,0,3
8193,110033,177,9,,0.94606,4,,1,0.988886,0,3
8194,113494,268,2,,0.444776,3,,1,0.548158,0,3
8195,105789,205,10,,0.901329,5,,2,0.612306,0,3
8196,105393,149,7,,0.5413479999999999,2,,1,0.46648100000000003,1,3
8197,114300,189,4,,,5,,1,0.5422819999999999,0,3
8198,107659,159,10,,0.329813,5,,1,0.102252,0,2
8199,106600,142,5,,,2,,1,0.45688100000000004,1,3
8200,108270,166,2,1.0,0.50947,3,,2,0.975885,0,6
8201,104687,66,8,1.0,,2,,1,0.6212118710642862,0,3
8202,128383,255,5,,0.576616,3,,3,0.8576309999999999,1,5
8203,118878,203,3,1.0,0.728033,4,,1,0.703911,0,3
8204,115553,168,2,,0.894863,3,,1,1.0,0,2
8205,146417,195,4,,0.651565,5,,1,0.9233129999999999,1,6
8206,114164,182,2,,0.907114,3,,1,0.5526770000000001,0,10
8207,102035,143,2,,0.519042,5,,2,0.786187,0,4
8208,104397,174,2,,0.800715,3,,2,0.686703,0,6
8209,101097,128,3,,0.562346,3,,2,0.668114,0,3
8210,103364,209,6,,0.8295170000000001,3,,3,0.9301200000000001,0,2
8211,107006,252,2,,,3,,2,0.608744,0,3
8212,106825,174,5,,0.362248,6,,2,0.806542,0,3
8213,109619,249,3,,0.957643,4,,1,0.7628550000000001,1,5
8214,117429,127,5,,0.48052799999999996,2,,2,0.505899,1,3
8215,101008,136,1,,0.462079,2,,1,0.363048,1,3
8216,115194,154,1,1.0,,4,,2,0.527871,0,3
8217,101817,171,2,,0.9433159999999999,4,,1,0.5590229999999999,0,2
8218,108307,233,3,,0.874375,3,,2,0.924959,0,2
8219,112167,146,2,,0.46295699999999995,2,,2,0.377343,1,3
8220,110632,158,3,,0.488045,4,,1,0.549956,0,2
8221,111709,219,2,,0.8032600000000001,4,,3,0.588242,0,2
8222,113501,170,5,,0.933221,5,,2,0.773037,0,4
8223,103673,225,10,,0.652258,5,,2,0.719195,0,3
8224,102025,270,3,,,4,,1,0.579088,0,2
8225,125971,234,2,,1.0,4,,1,0.907487,1,5
8226,118596,144,4,,0.48541899999999993,2,,1,0.369904,1,3
8227,101954,261,2,1.0,1.0,4,,1,0.940749,0,10
8228,113635,219,5,1.0,0.971985,5,,1,0.883182,1,6
8229,132975,185,1,,0.751317,6,1.0,3,0.356502,0,3
8230,145066,262,2,,0.8573129999999999,6,,3,0.433408,0,6
8231,102720,187,6,,0.550391,3,,3,0.7074729999999999,0,2
8232,145758,148,5,,0.602699,2,,2,0.452933,1,3
8233,119733,129,2,,0.427428,2,,2,0.373386,1,3
8234,104715,224,4,,0.932733,3,,2,0.696177,0,3
8235,116236,221,6,,1.0,5,,1,0.7536970000000001,1,5
8236,111363,197,4,,0.5853729999999999,3,,3,0.593137,0,3
8237,108293,200,2,,0.946859,4,,2,0.8281799999999999,0,4
8238,117938,157,3,,0.867583,3,,1,0.49643699999999996,0,3
8239,111276,204,4,,0.8611690000000001,3,,2,0.8895280000000001,0,4
8240,104710,244,6,,0.773792,6,,1,0.0789329,1,4
8241,120492,261,5,1.0,0.968449,5,,2,0.881108,1,5
8242,115506,257,10,,0.9834870000000001,5,,2,0.854167,1,5
8243,109546,238,1,,0.874043,5,,3,0.833852,0,3
8244,117670,224,4,,0.688005,4,,2,0.7500020000000001,0,3
8245,116368,146,5,,0.46053,2,,1,0.40628200000000003,1,3
8246,105181,241,2,1.0,0.90864,5,,2,0.843882,0,2
8247,103492,166,5,,0.852131,2,,2,0.847043,0,3
8248,104295,197,3,,0.565908,4,,2,0.623042,0,7
8249,119231,182,2,,0.822199,5,,3,0.39619499999999996,0,5
8250,114776,268,5,,0.922942,6,,2,0.0650439,1,4
8251,138489,152,5,,0.974656,4,,2,0.729508,0,4
8252,141835,156,6,,0.964467,4,,2,0.808347,0,3
8253,101532,221,5,,0.941817,5,,1,0.849668,1,5
8254,124781,270,5,,0.9157719999999999,5,,2,0.8710950000000001,1,5
8255,112620,155,2,,0.513397,2,,1,0.38166300000000003,1,3
8256,118942,152,6,,0.5555770000000001,2,,2,0.500259,1,3
8257,111942,148,6,,0.945408,3,,2,0.706554,0,2
8258,107340,237,4,,0.601885,4,,2,0.9432370000000001,0,2
8259,100842,106,2,,0.391281,3,,1,0.679441,0,6
8260,100218,304,2,,0.939443,6,,1,0.148025,1,4
8261,106039,145,2,,0.591274,3,,1,0.8310540000000001,0,8
8262,141133,226,2,,0.808342,3,,2,0.600433,0,2
8263,108176,209,5,,0.9973280000000001,3,,1,0.602603,0,2
8264,112184,249,2,,0.9649280000000001,6,,1,0.153867,1,4
8265,102568,134,2,,0.7806029999999999,4,,2,0.655749,0,3
8266,104085,227,3,1.0,0.501058,4,,2,0.9594799999999999,0,3
8267,101609,255,4,,0.8725649999999999,5,,1,0.718119,0,3
8268,112794,274,2,,0.796809,6,,1,0.119996,1,4
8269,106917,287,5,,0.9667959999999999,4,,2,0.273414,0,5
8270,106427,111,2,,0.662452,3,,1,0.506516,0,4
8271,117301,274,2,,0.911148,4,,1,0.809597,1,5
8272,100554,240,5,,0.8861190000000001,5,,1,0.766197,1,6
8273,102687,210,2,,0.568669,5,,1,0.837686,0,3
8274,104415,149,2,,0.668353,5,,2,0.17829,0,3
8275,145936,217,7,,0.623256,3,,3,0.649332,0,2
8276,146066,116,2,1.0,0.6240439999999999,3,,1,0.363564,0,2
8277,104725,182,2,,0.6595989999999999,5,,2,0.6762199999999999,0,3
8278,102876,228,4,,0.997617,5,,1,0.8355370000000001,1,5
8279,121861,280,5,,0.8391850000000001,6,,1,0.0702263,1,4
8280,102883,219,5,,0.509024,4,,2,0.773605,0,2
8281,106863,131,5,1.0,0.798733,3,,1,0.270827,0,5
8282,105878,196,5,,0.89665,4,,1,0.255427,0,5
8283,118560,192,7,,0.893969,3,,1,0.761966,0,3
8284,105666,238,5,,0.8816719999999999,3,,1,0.9231360000000001,0,2
8285,104639,250,7,,0.619656,5,,1,0.169837,0,5
8286,109518,199,4,,,4,,1,0.798451,0,3
8287,112779,170,9,,0.8371379999999999,3,,1,0.5070819999999999,0,3
8288,105587,242,5,,0.434125,2,,1,0.21044899999999997,1,3
8289,126292,153,2,1.0,0.50121,2,,1,0.44417,1,3
8290,119803,100,6,1.0,0.45867399999999997,3,,2,0.364628,0,8
8291,108775,203,5,,0.82104,5,,1,0.938134,0,3
8292,113272,230,2,,0.632506,4,,1,0.93076,0,2
8293,109982,226,5,,0.868289,4,,1,0.634556,0,2
8294,113368,207,2,,0.9873209999999999,4,,2,0.886473,0,3
8295,101118,167,2,,0.37611,3,,1,0.22122399999999998,0,5
8296,107806,142,4,,0.51573,2,,1,0.44175299999999995,1,3
8297,105298,199,1,,0.48417,3,,1,0.204542,0,2
8298,120677,284,4,,0.956076,7,,1,0.0641846,1,4
8299,119926,137,3,,0.9763,5,,1,0.925049,0,4
8300,107640,251,5,,,3,,2,1.0,0,3
8301,108937,177,3,,,5,,1,0.8512129999999999,0,3
8302,110099,256,0,,0.685376,5,,1,0.757397,0,3
8303,115173,252,3,1.0,0.847137,4,,2,0.677632,0,3
8304,114427,137,1,,0.665949,2,,3,0.252166,0,3
8305,111478,201,5,,0.825981,6,,2,0.512756,0,5
8306,105203,210,5,1.0,0.45276400000000006,5,,2,0.5269520000000001,0,4
8307,104321,165,5,1.0,0.510158,4,,1,0.314803,0,3
8308,100790,203,10,,0.634495,3,,2,0.938565,0,2
8309,103923,146,2,,0.691712,4,,1,0.8361879999999999,0,4
8310,105745,136,6,,0.5715600000000001,2,,2,0.42464700000000005,1,3
8311,111306,117,6,,0.749833,5,,2,0.345722,0,3
8312,112806,243,10,,0.536768,4,,2,0.8764120000000001,0,4
8313,113774,269,2,,0.669582,3,,1,0.8857649999999999,0,2
8314,115590,271,5,,0.816315,6,,2,0.144558,1,4
8315,114351,187,7,,0.697557,3,,1,0.782673,0,3
8316,102483,135,6,,0.669054,4,,1,0.54042,0,3
8317,118387,261,4,,0.552956,2,,1,0.9507479999999999,0,4
8318,112450,131,2,,0.485783,2,,1,0.349181,1,3
8319,122659,148,2,,0.50702,2,,1,0.37300500000000003,1,3
8320,112564,273,1,,0.517212,3,,1,0.9104110000000001,0,6
8321,117041,232,2,,0.703559,3,,1,0.257883,0,3
8322,115984,198,2,,0.9374450000000001,5,,2,0.91938,0,2
8323,110237,262,3,1.0,0.568137,4,,3,0.47286000000000006,0,3
8324,103474,153,4,,0.817484,3,,2,0.738236,0,10
8325,109240,221,2,,0.511826,5,,2,0.266966,0,6
8326,129968,133,2,,0.540028,2,,1,0.445792,1,3
8327,101224,263,2,,0.615255,4,,1,0.754372,0,2
8328,140242,145,2,,,4,,1,1.0,0,2
8329,116958,211,2,,0.883249,4,,3,0.42422,0,7
8330,105376,212,2,1.0,0.629548,4,,2,0.61315,0,3
8331,117443,225,4,,0.714338,4,,1,0.161208,0,5
8332,115167,152,3,,,2,,2,0.516868,0,2
8333,137788,157,2,,0.545805,2,,3,0.836153,0,6
8334,107460,283,5,,0.8141189999999999,7,,1,0.078159,1,5
8335,103911,267,6,,,3,,1,0.773157,0,3
8336,109360,246,2,,1.0,4,,2,0.8453709999999999,0,3
8337,100415,135,2,,0.756916,3,,2,0.8042159999999999,0,7
8338,116489,256,4,,0.828534,6,,1,0.169444,1,5
8339,113456,178,2,1.0,,6,,2,0.226611,0,3
8340,119193,244,2,1.0,0.7970119999999999,5,,2,0.23066799999999998,0,5
8341,101736,271,2,,0.953303,2,,2,0.237008,0,4
